,x0,x1,x2
k0,62.72927670464344,90.63758620021066,72.16104450247555
k1,43.0,48.0,51.0
k2,68.46238970835915,98.86177769047406,79.02894614939298
k3,76.35503698505677,108.09984778802924,89.15699312548398
k4,59.0,56.0,71.0
k5,135.0,130.0,150.0
