,x0,x1,x2,k0,k1,k2,k3,k4,k5
44,86,111,97,0.07394838146592705,0.014658221409811883,0.149577882291345,0.7146874056273056,0.026252444394006202,0.020875664811604286
45,63,91,70,0.9613675768931262,0.0017992816388207927,0.02709141170580237,0.005602284609152048,0.0037810990960726815,0.00035834605702573597
46,70,92,80,0.26845555087396744,0.008887376755709454,0.6177094531042123,0.08119895956259472,0.020800495931587018,0.002948163771928976
47,72,99,79,0.05454555789321898,0.0026136128878002955,0.8825944949332848,0.05383355236926641,0.005305056706937583,0.0011077252094919318
48,60,84,66,0.7020407745953111,0.034739949232668425,0.1359463039389753,0.04539473351011379,0.07762877544583935,0.00424946327709197
49,62,86,68,0.8204410845309732,0.015443737064795859,0.09827386187916472,0.028301687507357867,0.03522787082100493,0.0023117581967033044
50,70,95,75,0.27392738290068575,0.006225709686061327,0.6516726289253982,0.053004015832245635,0.013194899780952654,0.001975362874656388
51,72,93,80,0.20803704276082197,0.008578392648294398,0.6645893941009426,0.09604726827449844,0.01964181689143133,0.003106085324011265
52,79,82,89,0.2606967161199875,0.041671026401270836,0.32810300722674157,0.2358428375495809,0.11596451347096512,0.01772189923145412
53,93,89,100,0.1721525594624341,0.044297999874989405,0.25600135928013684,0.38402225465661943,0.09448134646052504,0.04904448026529526
54,133,130,146,0.00166082944699729,0.0008313842751271327,0.002061380645879733,0.002866130745456012,0.0011960960111906248,0.9913841788753491
55,99,100,111,0.14479549201079245,0.044652939770390115,0.2155506634940175,0.3995242317350044,0.08207238150943977,0.11340429148035583
56,80,107,93,0.026056299723305504,0.003939266061596722,0.06607948837421193,0.8927059237410282,0.007389196180204402,0.0038298259196532006
57,73,104,74,0.1588621707272963,0.009996723774021854,0.6316698015404227,0.17685045700326502,0.01818853887142677,0.004432308083567383
58,64,92,72,0.9625165053320017,0.0011891135116563914,0.028751208553196312,0.004741833828136729,0.0025347366685686164,0.00026660210644026665
59,71,100,79,0.03512373653834543,0.001666367726409125,0.9231701796739902,0.03601016811363983,0.003320299872770421,0.0007092480748450515
60,73,98,81,0.08367226845236025,0.004624439697794208,0.7895162267770864,0.11046898320647522,0.009652956650735484,0.0020651252155483536
61,72,98,80,0.06114267082070209,0.0029452458046329002,0.8684839469065148,0.06006741383679479,0.006115699083900096,0.0012450235474552498
62,72,98,82,0.07515015061047364,0.004136401963730797,0.8069828027227831,0.10321680974297918,0.008663486488787678,0.0018503484712456993
63,74,101,85,0.08087150818840254,0.006550979308132311,0.45583357196422614,0.4398784368883669,0.013193018835592703,0.0036724848152793637
64,65,94,74,0.7240235434592508,0.004580589568534154,0.23488193760959358,0.02569104891347852,0.009625698294119115,0.0011971821550236688
65,67,93,75,0.5886853213101366,0.005896350078583096,0.35459699354035956,0.036280926534623795,0.012928022221986541,0.0016123863143104231
66,89,115,97,0.09153669351293381,0.019944474579394033,0.17310727398763726,0.6472425743916764,0.03439504900274774,0.03377393452561075
67,69,97,77,0.06916907671471893,0.0019003035228612524,0.9024265723552506,0.021917035544377055,0.003925062807538955,0.0006619490552532282
68,69,100,79,0.008897959242694164,0.0003709698943827203,0.9829225104817899,0.0069229636986654465,0.0007355803048617371,0.00015001637760606466
69,69,98,77,0.04151877471313737,0.0012592001109524259,0.9382710514935703,0.01594518007172487,0.0025528625407309183,0.00045293106988409233
70,71,99,79,0.03255947422606026,0.0014445011997562124,0.9344482538260909,0.02802377717946557,0.0029276254262438736,0.0005963681423830112
71,70,97,77,0.07589850230144335,0.0023260769968371877,0.8877226392374665,0.028404287299923503,0.004816675217607365,0.0008318189467220085
72,71,97,79,0.057348954620769374,0.0022471714056944854,0.8998756685813974,0.034934456442851265,0.004721558130863637,0.000872190818423764
73,59,83,65,0.6431804908904292,0.04742018966092922,0.1477421842553889,0.052476261109680525,0.10395249419788015,0.005228379885692197
74,73,99,81,0.07610647249466924,0.004381566912538159,0.7885847622973342,0.1199215121202983,0.008989872252718155,0.0020158139224420277
75,69,86,74,0.6613413957200743,0.016027158727776745,0.22208799852273572,0.054948139175666294,0.042077248235758764,0.0035180596179881173
76,59,56,71,8.228505610853109e-34,1.388888888888889e-33,5.0209167614491545e-34,2.9885929344269665e-34,999999999999999.9,5.716572343223005e-35
77,126,122,136,0.03137337965347773,0.01451153196263256,0.040092209737299746,0.05860387396270864,0.02175064354613403,0.8336683611377472
78,113,109,128,0.1025163041545726,0.042144725523807026,0.13675941167286004,0.2150418274248961,0.06833137467922804,0.43520635654463613
79,135,130,150,7.79412297627357e-35,4.0017607747408866e-35,9.585411950576075e-35,1.3124768957330347e-34,5.716572343223005e-35,999999999999999.9
80,107,102,118,0.1365967071131154,0.049759506765626384,0.18992572335344912,0.3165990690936511,0.08633037974226414,0.2207886139318939
81,95,104,110,0.135575957891161,0.03856260494790926,0.21276065829545807,0.4501756596124374,0.07018981462985006,0.09273530462318427
82,68,100,81,0.026229026891975364,0.0011995674671680758,0.944586452110147,0.0250888516934863,0.0023963017565676865,0.000499800080655546
83,68,94,78,0.23881836612853494,0.005030273762828546,0.6991028096299325,0.044367630736950325,0.011089612425041327,0.0015913073167121024
84,67,91,79,0.4494364507689239,0.009113534977012176,0.45672558125776236,0.06049479795722045,0.02161517645323878,0.0026144585858423096
85,61,87,71,0.8990563804165408,0.007053465434185264,0.060653854277876125,0.015659683882079174,0.01640935740906313,0.0011672585802554858
86,67,93,77,0.4326587058210243,0.006227016910083173,0.5014115606403834,0.044009352955270156,0.013891037722493232,0.001802325950745677
87,64,90,74,0.9451671600652082,0.0018628485289639374,0.04111108364135553,0.007168886673944127,0.004279855359821349,0.000410165730706886
88,64,90,74,0.9451671600652082,0.0018628485289639374,0.04111108364135553,0.007168886673944127,0.004279855359821349,0.000410165730706886
89,64,90,72,0.9812341202344309,0.0007586216646101232,0.013561484599936172,0.0025897936033546605,0.001698234284736367,0.0001577456129318967
90,63,89,71,0.9690749692239194,0.0016094686787533638,0.020825020997834225,0.004572206748404654,0.0036136577303050653,0.00030467662078338903
91,62,85,70,0.8232268865384322,0.014583345295512364,0.09659884458958368,0.02754096634888977,0.03583287310565964,0.002217084121922085
92,74,105,83,0.06606912763973179,0.005687426165304571,0.3544179542921661,0.5597096003934571,0.01074656626325059,0.003369325246089885
93,67,98,77,0.06671110144466144,0.001702508070164943,0.9086584106703518,0.01891911618834099,0.0034269368450959574,0.0005819267813846101
94,60,88,68,0.8488974103217352,0.012386841348294786,0.08661802463012717,0.024094682736615212,0.026091431776195394,0.0019116091870322427
95,67,93,74,0.6586666962257678,0.005713324672823445,0.28892592166493203,0.03277326008380515,0.012401321931995416,0.0015194754206761312
96,68,96,76,0.1891109847982828,0.0037876552275086825,0.7634536217012119,0.034546717807508294,0.007890578357893233,0.001210442107595167
97,63,89,71,0.9690749692239194,0.0016094686787533638,0.020825020997834225,0.004572206748404654,0.0036136577303050653,0.00030467662078338903
98,63,89,73,0.9706708431458536,0.0013106179235405945,0.020546777394723558,0.004177681836533512,0.00303132098636756,0.00026275871298121186
99,64,99,74,0.34713514529497375,0.007276054999676298,0.5737758593964515,0.055808280594313475,0.013798615190570402,0.002206044524014609
100,43,48,51,3.76570982351281e-34,999999999999999.9,2.4864919645636993e-34,1.6176600981002e-34,1.388888888888889e-33,4.0017607747408866e-35
101,82,82,90,0.2422900644547647,0.044096716968434736,0.31484855644142856,0.2593077368681384,0.11821073935727273,0.021246185909960875
102,86,86,98,0.19000018214567138,0.04249004331346035,0.28072272553017247,0.35444091353171575,0.09914343439807415,0.03320270108090595
103,91,89,101,0.17131272106143597,0.043145668349729514,0.2572322007130657,0.3889514729183784,0.09286414180152534,0.046493795155865034
104,87,88,98,0.17971479822624864,0.039521385246587465,0.2764245340434183,0.3813158599190689,0.08949560829390814,0.0335278142707686
105,49,44,54,0.0194395288979167,0.8584942680536013,0.013040248309238826,0.008592986353274568,0.09825168921438962,0.0021812791715790435
106,53,52,60,0.04777763174352249,0.42098038693537754,0.029641161383999567,0.018251955275404803,0.4793822903252566,0.003966574336439132
107,63,89,73,0.9706708431458536,0.0013106179235405945,0.020546777394723558,0.004177681836533512,0.00303132098636756,0.00026275871298121186
108,64,90,74,0.9451671600652082,0.0018628485289639374,0.04111108364135553,0.007168886673944127,0.004279855359821349,0.000410165730706886
109,66,92,76,0.658841449078745,0.005807796337522408,0.2874770612451738,0.03323800824366043,0.013099336264922802,0.001536348829975536
110,66,92,76,0.658841449078745,0.005807796337522408,0.2874770612451738,0.03323800824366043,0.013099336264922802,0.001536348829975536
111,66,92,76,0.658841449078745,0.005807796337522408,0.2874770612451738,0.03323800824366043,0.013099336264922802,0.001536348829975536
112,70,97,81,0.05118463539968914,0.002176030924047887,0.9030929901309123,0.03806530834507286,0.004610622830658772,0.0008704123696191548
113,68,96,77,0.1307264361380246,0.002895691987257643,0.8306943571039094,0.028652496499523766,0.006079772634865348,0.0009512456364191543
114,69,100,79,0.008897959242694164,0.0003709698943827203,0.9829225104817899,0.0069229636986654465,0.0007355803048617371,0.00015001637760606466
115,75,103,84,0.06811381481789729,0.005877167376509032,0.357519390352361,0.5535484568170274,0.011464269544610255,0.003476901091595096
116,62,88,70,0.9251303294136936,0.004858860830175513,0.04672250497953964,0.01154085619539667,0.010911290955191048,0.0008361576260036716
117,63,90,74,0.9624425340361585,0.0013768555594393086,0.027708995919186276,0.005036798000724418,0.003139603743920456,0.0002952127405708645
118,74,102,82,0.08221554310945196,0.005994244691699326,0.5887518445343924,0.3080825562065563,0.011779104719106962,0.003176706738793005
119,64,94,73,0.8286427957013025,0.003702741370325299,0.14072143159170433,0.018370755495065956,0.007644288192233017,0.0009179876493689248
120,70,102,82,0.060070579109656304,0.003633311883248542,0.7977503983242688,0.12971131890755308,0.0070971308457348555,0.0017372609295383356
121,71,99,79,0.03255947422606026,0.0014445011997562124,0.9344482538260909,0.02802377717946557,0.0029276254262438736,0.0005963681423830112
122,78,106,87,0.015813779193184278,0.0018517179829999016,0.05308672825691524,0.9243534962357685,0.0034961053352436378,0.001398172995888429
123,61,88,69,0.891560135693284,0.00792727437318414,0.06492702475293413,0.017026378491811187,0.017267938750889483,0.0012912479378971052
124,64,92,73,0.9512775199749467,0.0013808032837695986,0.0381750249085474,0.005866931193576792,0.0029814929772564685,0.000318227661903079
125,68,104,80,0.0800550608146699,0.004655276518100703,0.7789677224792462,0.12550583317382788,0.008687584159083307,0.0021285228550719758
126,69,95,79,0.12031944511230391,0.0034437927707063262,0.8291626401431457,0.03838590376142754,0.00749867992624422,0.001189538286172238
127,53,81,62,0.47200387831687934,0.10484099579666971,0.16186327893950056,0.06805354767604677,0.18509663678387786,0.008141662487025747
128,144,148,166,0.029987188236140855,0.01677587613550763,0.03575553832373527,0.046455297082584154,0.022689586295438945,0.848336513926593
129,80,78,98,0.22696631526364278,0.05704379083369757,0.27519319705717343,0.2560669294945357,0.1544389935630579,0.030290773787892546
130,50,47,62,0.04203029159823698,0.5333572351335579,0.027460929750145347,0.01765350937165254,0.3753254617606519,0.004172572385755257
131,87,101,90,0.10030340816096149,0.016237332906390716,0.2172266205803045,0.6190527848782115,0.032095623972064426,0.015084229502067338
132,68,96,77,0.1307264361380246,0.002895691987257643,0.8306943571039094,0.028652496499523766,0.006079772634865348,0.0009512456364191543
133,64,92,73,0.9512775199749467,0.0013808032837695986,0.0381750249085474,0.005866931193576792,0.0029814929772564685,0.000318227661903079
134,64,92,73,0.9512775199749467,0.0013808032837695986,0.0381750249085474,0.005866931193576792,0.0029814929772564685,0.000318227661903079
135,67,95,75,0.39989587575917135,0.005384729162297621,0.5424864979347934,0.03935135386848939,0.011304231551831549,0.0015773117234166207
136,68,96,77,0.1307264361380246,0.002895691987257643,0.8306943571039094,0.028652496499523766,0.006079772634865348,0.0009512456364191543
137,67,95,76,0.3177739446518977,0.004839143975753302,0.6275341816313813,0.03814627827549029,0.010249367054235256,0.0014570844112422746
138,68,97,78,0.043743735511652206,0.0011910737760066374,0.9381066276083803,0.014073362053009655,0.002469620115353354,0.0004155809355979302
139,65,93,73,0.8554212836890306,0.0032600899475614714,0.11781553633629964,0.015778079816357378,0.006925088156885369,0.0007999220538655095
140,65,98,77,0.16159579085460296,0.003650540443856175,0.7910434223678181,0.035245699316637825,0.00727722114624924,0.001187325870835653
141,68,96,82,0.09434604371147085,0.0037158887089604083,0.8385131287310112,0.05399578744761351,0.00802153555929855,0.0014076158416453392
142,71,99,79,0.03255947422606026,0.0014445011997562124,0.9344482538260909,0.02802377717946557,0.0029276254262438736,0.0005963681423830112
143,62,90,70,0.9600236935684939,0.002174554399550667,0.026761125299362126,0.005998735154960547,0.004636314097155195,0.00040557748047737686
144,55,81,63,0.5099869191974067,0.08767147428260426,0.15935461714922852,0.06437312531499177,0.17123917742857594,0.007374686627192794
145,61,87,69,0.8668110327898765,0.010498505209994858,0.07661845812508607,0.020932382168010286,0.02349975005209375,0.001639871654938704
146,64,89,74,0.930767635187583,0.0026931649884021375,0.050060881149213254,0.009549464774906053,0.006357596067902111,0.0005712578319934444
147,64,92,72,0.9625165053320017,0.0011891135116563914,0.028751208553196312,0.004741833828136729,0.0025347366685686164,0.00026660210644026665
148,73,103,84,0.0719822345863571,0.0057174907655660155,0.45998546282675223,0.44796687169444277,0.011137334381720283,0.0032106057451616083
149,77,105,86,0.02844144381986304,0.0030370218127810512,0.10753470677599915,0.8530759146844781,0.005796078917273667,0.0021148339896051105
150,62,90,70,0.9600236935684939,0.002174554399550667,0.026761125299362126,0.005998735154960547,0.004636314097155195,0.00040557748047737686
151,103,105,108,0.1395431521025024,0.043002797919181775,0.20984213405833085,0.4042773374431503,0.07610274332069708,0.1272318351561376
152,46,77,62,0.3220475636158942,0.188834913218912,0.14404241281920452,0.0697972019093288,0.26535267834379683,0.009925230092863675
153,56,56,62,0.04806923788903436,0.18312982983609014,0.02839534283868258,0.01676375231100767,0.7203106640219544,0.003331173103230867
154,21,14,19,0.11983542189959809,0.4697089509558733,0.09581764929941138,0.07429183643416923,0.2116550482656371,0.028691093145310938
155,71,95,83,0.1322573137673298,0.006741990396996038,0.7296766603841093,0.11359230426380823,0.014971020135286398,0.002760711052470244
156,68,96,77,0.1307264361380246,0.002895691987257643,0.8306943571039094,0.028652496499523766,0.006079772634865348,0.0009512456364191543
157,65,93,74,0.8091035060589532,0.0037493603277678257,0.1587442716272459,0.019401638832463132,0.008055556347778398,0.0009456668057915032
158,64,94,75,0.7092455081782533,0.004738412150069735,0.24789788694230663,0.026880209458318018,0.009996932839170695,0.0012410504318816655
159,65,95,76,0.4553155164375224,0.00533211852450892,0.48932136991079794,0.03732266399723432,0.011183292834589503,0.001525038295347004
160,67,97,78,0.06577653181725564,0.0016454226775574133,0.9104447530534152,0.018174622012960873,0.0033990727107178226,0.0005595977280928486
161,64,94,75,0.7092455081782533,0.004738412150069735,0.24789788694230663,0.026880209458318018,0.009996932839170695,0.0012410504318816655
162,69,96,79,0.06678449948412195,0.0020356899955266514,0.9009014208784276,0.02520857969049572,0.004343728539207663,0.0007260814122204413
163,66,96,77,0.21626046362426818,0.003869249601896118,0.7368121420142092,0.03379316996572233,0.008057683592316607,0.0012072912015875408
164,67,95,76,0.3177739446518977,0.004839143975753302,0.6275341816313813,0.03814627827549029,0.010249367054235256,0.0014570844112422746
165,66,94,75,0.573772054756501,0.005344609253514785,0.37403605972844456,0.033965434420053814,0.011408208353592528,0.0014736334878934364
166,59,90,69,0.8716755939098192,0.009055856202384914,0.0789505856178961,0.020495826473159506,0.01829907494688814,0.0015230628498522096
167,71,102,81,0.05890194422762921,0.003527126093578917,0.8066741139440454,0.12233901504834226,0.006874906792569077,0.001682893893834978
168,62,88,70,0.9251303294136936,0.004858860830175513,0.04672250497953964,0.01154085619539667,0.010911290955191048,0.0008361576260036716
169,66,93,73,0.7888679245064154,0.004399413761819144,0.17382627130322642,0.02239902598933315,0.009399028838541882,0.0011083356006639485
170,70,101,80,0.03258732618993149,0.00164855765192163,0.9205171801065585,0.0412809739606754,0.003241595849916846,0.0007243662409958676
171,67,97,76,0.16111617519076785,0.00328154908060354,0.7970998610169094,0.03076796246685293,0.006678045078154774,0.0010564071667114087
172,77,103,85,0.05746025673743298,0.005610079314496737,0.23850474499474084,0.6838539609519263,0.010971415647295377,0.003599542354107849
173,83,111,92,0.04147397229963682,0.006971810768277158,0.09597962742779699,0.8352073569594232,0.012505103431471893,0.007862129113393903
174,84,115,94,0.06391824247819392,0.012135470565801477,0.1341094500402583,0.7525188628232101,0.02099554227986237,0.016322431812673944
175,60,86,68,0.8034055805617125,0.018414345516328604,0.10373484932414849,0.03092245678219784,0.040916271026391705,0.0026064967892206127
176,77,101,93,0.06416293118647974,0.008343852610520633,0.1754338588753888,0.7287731787822181,0.016873255067304173,0.00641292347808864
177,53,47,58,0.04076828089576503,0.5979030017410795,0.026599454374896993,0.017081379564608028,0.3135854904236431,0.0040623930000073345
178,43,79,65,0.34217435761676745,0.17040548348323104,0.15898951642959797,0.07750590717385372,0.2401451210598031,0.010779614236746764
179,69,102,81,0.049075220302606144,0.0026917322042839626,0.8652954245299509,0.07649565506341705,0.005220751753732107,0.0012212161460098537
180,61,92,71,0.9504443094142432,0.002216118964908889,0.03521324867303522,0.007143897699841296,0.004534520343582804,0.00044790490438854544
181,64,92,73,0.9512775199749467,0.0013808032837695986,0.0381750249085474,0.005866931193576792,0.0029814929772564685,0.000318227661903079
182,67,94,78,0.2791385475577322,0.00518566948372897,0.6595355990822561,0.043148727175099294,0.011393818435347978,0.0015976382658354472
183,67,94,78,0.2791385475577322,0.00518566948372897,0.6595355990822561,0.043148727175099294,0.011393818435347978,0.0015976382658354472
184,64,92,73,0.9512775199749467,0.0013808032837695986,0.0381750249085474,0.005866931193576792,0.0029814929772564685,0.000318227661903079
185,64,93,77,0.6196107763870171,0.006025774983924141,0.3237096310160524,0.03580114020941529,0.013239849649992766,0.0016128277535982325
186,66,94,75,0.573772054756501,0.005344609253514785,0.37403605972844456,0.033965434420053814,0.011408208353592528,0.0014736334878934364
187,59,89,70,0.8847135864753294,0.00820242836905745,0.07019361397929956,0.01823728097379082,0.017292826047792677,0.00136026415473003
188,64,91,75,0.8874994031652004,0.003027824656623967,0.08847119293769626,0.013435070593660291,0.006854459293747462,0.0007120493530716571
189,67,95,76,0.3177739446518977,0.004839143975753302,0.6275341816313813,0.03814627827549029,0.010249367054235256,0.0014570844112422746
190,70,98,79,0.01952789913562344,0.000747947800688621,0.9656823186706628,0.012210114043986867,0.0015400279754558422,0.0002916923735824524
191,71,99,79,0.03255947422606026,0.0014445011997562124,0.9344482538260909,0.02802377717946557,0.0029276254262438736,0.0005963681423830112
192,66,92,74,0.8016858056641819,0.004256397101873399,0.1622210291048213,0.021361257006063627,0.009411855925412821,0.001063655197647021
193,83,115,97,0.06918864027062964,0.013668738345309909,0.14118408480288067,0.7327172978505767,0.02369575282553724,0.01954548590506584
194,83,114,93,0.053282800421823484,0.009597504146621059,0.1166148219819524,0.7918238500051495,0.01674790506598431,0.011933118378469087
195,80,113,92,0.03296991976989857,0.005400084123452522,0.07842183352046445,0.8678153695468551,0.009509952069260972,0.005882840970068447
196,71,101,82,0.05859669634056363,0.0035050912762744613,0.8069454248203121,0.1223128907476544,0.0069703867563990825,0.0016695100587965585
197,62,88,70,0.9251303294136936,0.004858860830175513,0.04672250497953964,0.01154085619539667,0.010911290955191048,0.0008361576260036716
198,70,103,82,0.06902100361582779,0.004425357252868207,0.7387509803905137,0.17711109044652198,0.008513080149846428,0.0021784881444219663
199,59,85,67,0.7394968589269859,0.028471134460518018,0.12551913581971477,0.04037692802633656,0.06249031962687794,0.0036456231395666705
200,62,88,70,0.9251303294136936,0.004858860830175513,0.04672250497953964,0.01154085619539667,0.010911290955191048,0.0008361576260036716
201,65,97,77,0.21046508403976832,0.0040759430255721965,0.7396368133368029,0.03625997139218805,0.008279767891650082,0.001282420314018607
202,62,90,71,0.9821466041829252,0.0008955803385961764,0.012227314921609693,0.0026177319751145615,0.001941064682365104,0.00017170389938916825
203,68,95,79,0.1329039075075754,0.003433846170349281,0.8190274277379633,0.03602249084833461,0.007457176137049039,0.0011551515987283775
204,66,99,78,0.05725053399044425,0.001700257133363412,0.9162366905491129,0.020840946266566535,0.0033699498087567583,0.00060162225175586
205,66,94,74,0.65186729057242,0.0052025713904085705,0.2997423104510049,0.030798344314320335,0.010993982418879366,0.0013955008529668554
206,65,95,76,0.4553155164375224,0.00533211852450892,0.48932136991079794,0.03732266399723432,0.011183292834589503,0.001525038295347004
207,65,92,76,0.7240630388967181,0.005160686500633718,0.229887762667263,0.027978875960774655,0.011580169782188407,0.001329466192422138
208,66,93,77,0.49678524203117286,0.00609494196158456,0.4411362587319552,0.04072589063661085,0.013539657865143143,0.001718008773533304
209,63,91,72,0.9978098189167319,8.443556101944e-05,0.0016084386945656877,0.0002966711723795647,0.00018287573199862617,1.7759923304581568e-05
210,63,91,72,0.9978098189167319,8.443556101944e-05,0.0016084386945656877,0.0002966711723795647,0.00018287573199862617,1.7759923304581568e-05
211,65,93,74,0.8091035060589532,0.0037493603277678257,0.1587442716272459,0.019401638832463132,0.008055556347778398,0.0009456668057915032
212,66,93,77,0.49678524203117286,0.00609494196158456,0.4411362587319552,0.04072589063661085,0.013539657865143143,0.001718008773533304
213,65,92,76,0.7240630388967181,0.005160686500633718,0.229887762667263,0.027978875960774655,0.011580169782188407,0.001329466192422138
214,64,95,74,0.6819469433680366,0.005143622346949095,0.27154189923888944,0.02949417373618594,0.010515482598682426,0.0013578787112565331
215,71,102,81,0.05890194422762921,0.003527126093578917,0.8066741139440454,0.12233901504834226,0.006874906792569077,0.001682893893834978
216,71,100,78,0.04224922273302675,0.0019036111432309882,0.9146346742898,0.03665337027733554,0.0037705627952114027,0.0007885587613953905
217,81,113,91,0.03530880997663069,0.005772709948312357,0.08390891017460919,0.8585806221318975,0.010152874090075618,0.006276073678474802
218,71,107,85,0.06046895853694908,0.005585419183555684,0.27988073814015835,0.640348250985492,0.01029532723361284,0.0034213059202322445
219,66,97,76,0.21124010960217307,0.003911545834844371,0.7412683303235179,0.034428872201443785,0.007923387716736034,0.0012277543212848084
