,x0,x1,x2
k0,8.31568279016495,20.00209329465001,20.510642674308805
k1,173.0,254.0,253.0
k2,1.0,10.0,157.0
k3,99.17171306849235,138.1439237754902,138.1863118439655
k4,68.0,108.0,101.0
k5,11.308643590595654,147.79698676355076,200.38984173341532
k6,76.0,238.0,255.0
k7,3.977973926082788,11.890683346047197,94.6636080430266
k8,20.916552494810336,61.86517023353565,55.55551830477442
k9,1.0,62.0,133.0
