,x0,x1,x2,k0,k1,k2,k3,k4,k5,k6,k7,k8,k9
26,98,111,67,0.00711524155726405,0.04749030125777419,0.04134149982832188,0.025138338318884925,0.6552553548055237,0.011216923095513134,0.09572535876745238,0.010305236061921798,0.09160660191479791,0.014805144392546009
27,116,134,107,0.016174420294789646,0.03798278461009954,0.14675887955030106,0.06399649501701653,0.1691001232325484,0.028757172714828787,0.4235572726261853,0.024893067708900426,0.05412317203463997,0.03465661221069035
28,93,106,87,0.006282883112665553,0.04145151690283348,0.04665467772618592,0.019675703608421795,0.7059618081873086,0.010442332967023921,0.07534234126420238,0.008887264239109412,0.07336246261231974,0.011939009379929033
29,77,97,73,8.845228849735205e-05,0.0011402067346887898,0.000567022801824493,0.00025790928518727637,0.994196278733272,0.00014296116434406894,0.0007635277113172439,0.00012201379595915822,0.00255871596795614,0.0001629115169536064
30,97,101,83,0.005763100852608458,0.039032744407594584,0.03822142151406735,0.017973146212899815,0.7267080871472443,0.009348174113732649,0.07081966451152633,0.008125282086703108,0.07303289400597868,0.010975485147644673
31,94,98,75,0.0033730845464419023,0.027537694068027606,0.020530246542496633,0.010470949658386,0.82692172666459,0.005368187260323396,0.037972982862935434,0.004734104979883434,0.056640373895743105,0.006450649521172424
32,93,98,66,0.0033731486949384556,0.030385534212681944,0.01885261611538762,0.01068298213217598,0.8161456968553686,0.0052662686530920546,0.036584312237262134,0.004746357010906948,0.06738202191626542,0.006581062171920714
33,131,138,105,0.011014137188972683,0.019947864759183875,0.0722927261054275,0.05041023294046229,0.07746492291526737,0.018671006653859464,0.6783799084235606,0.017616059563589782,0.02834211107937047,0.02586103037030591
34,223,255,226,0.7446588388995625,0.0027739690820143045,0.008979690249911106,0.01505360202585806,0.004362026750271548,0.03829514299145649,0.00889073851928074,0.149806550556887,0.003103232490992644,0.024076208433765605
35,216,254,245,999999999999999.9,8.78549339330897e-36,2.876208007363093e-35,4.0218790218790213e-35,1.3508788551557457e-35,1.4411298457991064e-34,2.5872551809785e-35,2.670940170940171e-34,9.719152423526821e-36,5.900746465298008e-35
36,213,255,243,0.9911851038123355,0.00012362660097796536,0.00041028299489600573,0.0005761268559898988,0.00019050172322890852,0.0021358459986721107,0.00036612731731016865,0.004026869255186506,0.00013674636527626443,0.0008487690761263475
37,199,253,210,0.24454050634138966,0.0039055742428995175,0.014479183456724328,0.025622717138612992,0.006333123197812114,0.07610494394149657,0.013602543218798845,0.5690919617622201,0.004382284253680444,0.0419371624463654
38,201,252,226,0.6176144323283276,0.003630058327924462,0.013154014694740928,0.019823333428011822,0.005756202129508929,0.07906107942584362,0.011687863331100274,0.2151077420742109,0.0040406725911439675,0.030124601669187404
39,210,253,243,0.9737864948056258,0.0003620319573365371,0.0012228627610962254,0.0016831181774390061,0.0005591588046363179,0.0067146394697327055,0.0010757462490443136,0.011739266770664699,0.0004003428339040013,0.0024563381705203727
40,202,254,241,0.8666421812960942,0.001719978865706535,0.006023873522451538,0.008108038059786936,0.0026629727675173027,0.03756453535775341,0.005119058884811567,0.05851214727222038,0.0018986147772362006,0.011748599196421917
41,190,252,205,0.16366380021790178,0.0041605729249934885,0.01631485941311718,0.028953558697766613,0.00681694254983364,0.09193236375876228,0.014843608118732489,0.6219224408280268,0.0046698740946698085,0.04672197939619593
42,175,237,163,0.06958412243966956,0.008840630724689274,0.0396178363124091,0.13180051426808,0.01600645983999759,0.09755916150467459,0.044128992668355606,0.3748230238478855,0.010233995780183854,0.20740526261405492
43,185,234,160,0.06390508495519757,0.007824777665002803,0.032656175421100254,0.1281385005664004,0.014264936943819409,0.07433803812834662,0.041251714865448194,0.39587955225492527,0.00912909795410071,0.23261212124565878
44,167,219,160,0.06902606309161553,0.012634343919962222,0.0663361801972474,0.18711012006173378,0.024184273021096776,0.1247504681224384,0.0746910461315437,0.23268151929391745,0.014808625426536362,0.19377736073390842
45,169,204,149,0.05545813996237456,0.014495084163448874,0.07585252912052506,0.2542820543220499,0.0296613076717562,0.09383409465079776,0.11420505752381924,0.1538049390511981,0.017406105782009476,0.19100068775202078
46,180,213,163,0.07691097620087621,0.011983639519517838,0.05726559061514316,0.16576613644183522,0.022934894910073236,0.1132877892688582,0.07377035595458774,0.27220480850955864,0.014140463475163326,0.19173534510438645
47,153,145,94,2.5872551809785e-35,3.5537865595792314e-35,1.0013016921998601e-34,1.5875535799333233e-34,1.1585119865325532e-34,3.9001560062402494e-35,999999999999999.9,4.3930940561437427e-35,5.037706430014453e-35,7.397345090886331e-35
48,81,98,88,0.003010601537956601,0.028831936358800672,0.02265873789093652,0.008523992306262664,0.842066462809495,0.005029767813419751,0.027236846058158994,0.004140085308467961,0.053121299310191626,0.00538027060631019
49,88,97,74,0.0014505200654235722,0.01398269507236984,0.008977791710196945,0.004391807284686605,0.9194241468018484,0.002319366699528456,0.014711191669443806,0.0020214541521749916,0.029988083129945893,0.0027329434143815792
50,55,66,45,0.0009188508064883461,0.04631529463366966,0.00412718682275637,0.0022845497537146097,0.04363470188399707,0.0013824536730609798,0.005099606868302223,0.001206136845149295,0.8934645091087602,0.0015667096041011837
51,67,79,64,0.0029518471460972962,0.07512332491615498,0.01597065185492314,0.007758490977275718,0.568992570280375,0.0046166168718118055,0.019968364028851507,0.0039453383570395755,0.29553191665965445,0.005140878907816567
52,79,91,72,0.0002065306154558385,0.0027983690069333213,0.0012525130798094104,0.0005880438749201662,0.9855993951885169,0.0003296492457696708,0.001751345181783979,0.0002828255341505121,0.006815929571395536,0.000375398701264852
53,82,94,77,0.0004386931398845009,0.0049793474985625336,0.002822641948808665,0.0012654474192617528,0.9735684166365121,0.0007086619462340377,0.003970419062023636,0.00060384662078909,0.010842128174146386,0.0008003975537777199
54,71,84,61,0.002568810402524921,0.05406116662495364,0.013834126395445165,0.007046838817783976,0.7002014269596851,0.004004344589996288,0.018659398676429725,0.0034732107533920835,0.19154676575323065,0.004603911026558398
55,118,142,120,0.019353553173877613,0.033836693544868256,0.21622057498872493,0.07425513093315175,0.12075042421516503,0.03678382630758171,0.3827443790768999,0.030252090380172934,0.045404654294649634,0.04039867308490826
56,81,97,73,0.00022163499319558736,0.002572769679103791,0.0014005955291266235,0.0006559606378958362,0.9863300685644979,0.0003566419049271772,0.0020253787787824274,0.00030693070480803227,0.0057180296676243554,0.00041198954003837044
57,87,116,92,0.008985515954279783,0.05437129631396778,0.08077123209647238,0.02872390348383693,0.5923807961129092,0.015532838373620288,0.10209384345360692,0.012831426219182483,0.0871187514036869,0.017190396588437313
58,232,255,251,0.8813198371394525,0.0020945509371120543,0.006358227963505764,0.009090889360389355,0.003183191700028301,0.026057185901297634,0.006006669278480101,0.0502288878198521,0.002318932798021532,0.01334162710186065
59,171,206,203,0.1293206384368228,0.011702295308326689,0.06380683861005434,0.06855917950017934,0.02076521228076081,0.353976033241492,0.04947574092650766,0.21198564702597822,0.013330993133032454,0.07707742153684571
60,103,141,119,0.01890244846158708,0.04262365243320088,0.30318590262903455,0.06630747082739008,0.16021015676850084,0.03706387010975651,0.2492282714384486,0.028647661589261776,0.056457003913852034,0.037373561828967616
61,213,245,241,0.9335176689276387,0.0009183902224335912,0.00312568301555151,0.00431242364274077,0.0014328794153793869,0.016611192362989708,0.0028104425830421122,0.030003903246309787,0.0010200082088169947,0.006247408375097565
62,197,254,179,0.01679194229890439,0.0009213077573648937,0.0034098580147200476,0.009459881980643979,0.0015586916226880936,0.011292784691179357,0.003764261563726453,0.9318540214580239,0.0010518240932385872,0.019895426519510397
63,200,250,175,0.02285794793672284,0.0013972167863746338,0.0051266828590082626,0.015449726441287313,0.0023906541644587677,0.015565675671985585,0.005972281218930565,0.8956159600661405,0.0016039567655329987,0.03401989808955852
64,195,247,187,0.031094668861611736,0.0014163005388310639,0.005491653092871949,0.012949951782218676,0.0024007500659542795,0.021229203506227035,0.005756778296231523,0.8943198044227733,0.0016139829296283915,0.02372690650365194
65,204,249,228,0.6907045354865057,0.003129812585361414,0.011239347589455677,0.016725318666216536,0.004963626138995719,0.06567213561403767,0.010083277890313951,0.16880612446788662,0.00348698072529349,0.02518884083593323
66,202,252,222,0.5359237406792352,0.003929478571336811,0.014237396849792734,0.022421142436451217,0.006266496535433256,0.08142734617656575,0.012922154096552308,0.28372433330077157,0.0043850776595262585,0.0347628336943349
67,200,252,221,0.4916863883717472,0.004179884285934318,0.015317104660857834,0.02409436229066711,0.00667763754385797,0.08992557879649549,0.013799638119944297,0.31234788805378483,0.00466414879296061,0.037307369083750305
68,202,254,237,0.829988633407679,0.0020481098352947546,0.0072230902626187095,0.010025880165675367,0.0031890820725957872,0.04463227397848948,0.006213384143445239,0.07968871664918632,0.002265539595039761,0.014725289889975287
69,203,252,227,0.6659652174227138,0.003261543668855142,0.011686900641188118,0.017642167957949394,0.005162944461996191,0.0682442707338327,0.010461619352016201,0.18710272077958653,0.003630791715278572,0.026841823266583634
70,178,219,153,0.060404428826415266,0.010948739130337847,0.05022649235375913,0.21140600632646367,0.021088502357687014,0.08623781817446538,0.07018185202718441,0.22990854910238667,0.012965781520811953,0.2466318301804887
71,163,189,136,0.04058685256660431,0.016995424416048358,0.09058410811767792,0.28528439847540704,0.03815923691359044,0.0692370415131061,0.20202639902561062,0.0924160727455544,0.020995772511374716,0.14371469371502604
72,44,54,37,0.0019211624537055743,0.14569848156973567,0.007887054008140522,0.004497165212739933,0.05287669074233525,0.002841742021677087,0.009260575822295787,0.0024775934880207386,0.7693709934270859,0.0031685412542633955
73,64,72,50,0.002647872546912932,0.087476316566486,0.012495365301366074,0.0068614062948941425,0.20140488453270455,0.004015089468196928,0.01643421119216282,0.0035175961770311714,0.6605284984423138,0.004618759477931638
74,61,70,49,0.0019958556532487567,0.07599640642186459,0.009307710389892754,0.0050940897410717365,0.13051408456648067,0.0030220276084294406,0.011927200685174106,0.002640003734026945,0.7560519606367535,0.0034506605630575597
75,53,65,44,0.0007172367684609282,0.03962009735880644,0.0031930359817063845,0.001769714817511741,0.031433576393878164,0.001077754770120298,0.003897024391006411,0.0009394252897213268,0.9161343132716729,0.0012178209571153589
76,56,69,51,0.0010750529204004392,0.051843509487950135,0.00508694143201181,0.00268786672161174,0.06457013578758952,0.0016374790215851471,0.006150976439776168,0.0014142637872058745,0.8637018501166768,0.0018319242851925002
77,117,134,119,0.01892644576966269,0.03782552072561571,0.2045066506095367,0.06740559558435721,0.14622315574825667,0.03522407203077791,0.3714569868319156,0.028813491628139478,0.05176389844445822,0.037854182627279756
78,100,115,97,0.012289041778837512,0.0552931040490919,0.10590655532050652,0.04040023408336524,0.4553044933829537,0.021100831925787038,0.1807361736171635,0.01773915930172419,0.08741051154141044,0.023819894999160027
79,80,88,66,0.001170054278946276,0.016980681807424555,0.00656179883703781,0.00333709684838945,0.9101488248484422,0.0018345791431906107,0.009759992395401785,0.0016004247246729287,0.0464665142501083,0.002140032866386013
80,99,102,77,0.005770121624909595,0.03920535036960467,0.035549701287477226,0.018637587445315074,0.7221126412481756,0.009205378556380898,0.07422952071364208,0.008192431107085079,0.07581178715606855,0.011285480491341267
81,134,156,137,0.028378815686017477,0.026373831629581717,0.22722534573312395,0.10734862279500017,0.07221471697441914,0.05751790664564485,0.34078927871428627,0.04726200670412904,0.033511415060595066,0.05937806005720236
82,169,193,176,0.08910745187222588,0.01702038141119449,0.10165913648126843,0.1343460397639214,0.03334421791233935,0.188270309874697,0.10261178026346048,0.18950622000516545,0.02003495880678733,0.12409950360894015
83,134,160,144,0.03279945894691721,0.02635763988930761,0.2633053480621796,0.11270466345625373,0.0678701903353082,0.07044746222540721,0.2738000200685464,0.054806179018715324,0.03284754263485248,0.0650614953625122
84,95,101,76,0.004119734871455985,0.03128715762427941,0.025649094263254017,0.013060761483154283,0.7945114118064377,0.006589023711163914,0.04879439180699763,0.005817550179613634,0.06220052710716709,0.007970347146476134
85,91,97,72,0.0022732982667507708,0.020750534159498672,0.013567317709827796,0.006996289431445547,0.8764852487445258,0.0036035124236972623,0.024063986462711753,0.0031799541359456497,0.04474503127509969,0.004334827390496909
86,225,254,241,0.9461839789101673,0.0007905989883131583,0.002504840095911308,0.0037355955046719934,0.0012198826865783498,0.011033883860818255,0.002373166622389363,0.02565832987259889,0.0008784010470690216,0.005621322411482292
87,217,255,222,0.6470215173600216,0.003226024898995968,0.010770507718679942,0.018334405556228804,0.005108774610627118,0.048499213116625,0.010545378321613614,0.22324134224702505,0.0036113351165266835,0.029641501053656243
88,209,255,207,0.2171334023141526,0.003291435530929443,0.011517336613553359,0.022283095415396616,0.0053311841061542,0.05048985261592901,0.01158354947535597,0.636073143249694,0.0037072142076718445,0.03858978647116291
89,208,251,222,0.5916059580008473,0.003513612465386536,0.012385991052253945,0.020051052061508277,0.005603462285499872,0.06432125459933358,0.01162169315439745,0.25548549979663554,0.0039295351095518,0.031481941474585884
90,207,254,215,0.3977228643220152,0.003907405184620361,0.013805814723466855,0.02412453656711166,0.006271491914855738,0.06780780846365951,0.013253826003801105,0.4292256654564322,0.004380726188225541,0.039499861175811814
91,210,255,207,0.22192977372180522,0.003321556646913115,0.011562990145364768,0.02246142246169571,0.005378249381476492,0.05005756851690427,0.011689238028380166,0.6308598750134232,0.003742130170705113,0.03899719591333199
92,205,255,181,0.004204422898289195,0.0001973235394550572,0.0006972656988670214,0.0019205388547740767,0.0003312638923138749,0.0022571281386004607,0.0007926632899022848,0.9852364324991012,0.00022536893195350348,0.0041375922567432315
93,204,255,186,0.0005506467768478148,2.2000630416843073e-05,7.857714336285622e-05,0.00019898796221349185,3.671355380408045e-05,0.0002757416396699595,8.619232518239485e-05,0.9983226064250883,2.504746319450223e-05,0.0004034860802199415
94,203,255,238,0.8568918469649147,0.0017622082099455942,0.006159428709269581,0.00855680609572369,0.0027369439160365703,0.037293186503441246,0.005310711865670031,0.06675891657250667,0.0019482856030395648,0.012581665559452487
95,165,233,177,0.09059213491119529,0.010357633202523836,0.05298941753618367,0.1057046128202775,0.01850124870009151,0.18445665504096231,0.046997313813982755,0.34278346803021864,0.01184094715390056,0.1357765687906639
96,35,43,22,0.005347432147892503,0.3211265742486879,0.019646024255473515,0.012034778143633823,0.09546219522011012,0.00771447869759172,0.023013780988613952,0.006815613536602491,0.5001659053581624,0.008673217403231662
97,46,59,43,0.0006714185749286928,0.05314566617082523,0.0029070878042881374,0.0015945691598177538,0.022678115583058663,0.0010056342860508458,0.0033727152689775777,0.0008698573912966835,0.9126415249460869,0.0011134108146695718
98,62,76,58,0.0027652052861422004,0.09265437022743214,0.014152394886072634,0.007152555643111444,0.30251892110290796,0.004278478863530879,0.017428430499608346,0.0036760792106651447,0.5505843572619741,0.004789207018555216
99,51,61,44,0.0006495519243062101,0.04028489536464446,0.0028456392523335886,0.0015706752913609045,0.025240667808467933,0.0009733904615571244,0.0034129137305417725,0.0008458232416793576,0.923087532003643,0.0010889109214655662
100,60,70,53,0.001890433827762408,0.07537629107876825,0.009071944564407486,0.004781212162935916,0.13517756592036767,0.002884059221785409,0.011262743837780228,0.00249523825166329,0.753820011022695,0.0032405001118342544
101,80,93,76,0.0002039839459118221,0.002503589035444492,0.001300117065917288,0.000582726861534211,0.9870370686478018,0.0003290453439303498,0.0017813019510294302,0.0002799341909201728,0.0056119610087992855,0.0003702719487111692
102,77,87,64,0.0015500861738756316,0.02530351937354729,0.008573341269175474,0.004374252493419251,0.8659431871301104,0.0024253001528214144,0.012346806913447026,0.0021132638028436928,0.07454945332409112,0.0028207893666686635
103,82,90,67,0.000945163590127569,0.01250674974654281,0.0053727748465540424,0.0027376264204512423,0.9333414719865591,0.0014854317446765567,0.008225018821376192,0.0012986327828163802,0.03234339256253321,0.00174373749836272
104,80,87,65,0.0014599607781746464,0.02164935251430256,0.008067827025916356,0.0041505073398220875,0.8847926174392974,0.0022815688084359405,0.012064507017882262,0.0019946763185379256,0.060871630185323204,0.002667352572307801
105,82,88,65,0.0014719863424627196,0.02033429076488571,0.008122195461328285,0.004235059081017556,0.8909796179510807,0.0022979822452552827,0.012560004371257842,0.0020176882461990743,0.05527173438699226,0.0027094411495205044
106,99,112,88,0.00944589428537351,0.0501000641416973,0.07079217364628762,0.031559320815700814,0.5685192385458208,0.0157414529976619,0.1367492470880775,0.013611599277868886,0.08484354580072716,0.018637463400784503
107,83,91,68,0.0008402842778936141,0.010580471049999103,0.004831107303045912,0.0024501241258012042,0.9432840472716237,0.001323551048452626,0.007479341464100875,0.0011569348751916176,0.026498838215192173,0.0015553003686993973
108,80,92,74,0.0001623961271980138,0.0020667861493611304,0.0010074824223258914,0.00046399520666729437,0.9892991238943496,0.00026042025157663016,0.001407147796467118,0.0002227290537112077,0.004814601870099087,0.0002953172282439851
109,162,186,170,0.07491273121372748,0.019473316347689257,0.12995468525875906,0.14665072214553493,0.039741779227849425,0.1673271303747408,0.13083392231742136,0.14913444827290526,0.023123884244440313,0.11884738059693215
110,91,98,71,0.002373735521246069,0.021560075236746423,0.014104057339121914,0.007372929810540844,0.8711332898914836,0.0037589408352292934,0.02533030413335766,0.0033277591626067362,0.04648374076982794,0.004555167299839353
111,222,251,243,0.9720217026261929,0.00041627610782211954,0.00134026686069965,0.001931664980682299,0.0006428554175225362,0.006196859670658788,0.0012468994038610252,0.012883165655581136,0.00046212059796817904,0.002858188679011463
112,214,255,240,0.98035293047568,0.0002636727682332252,0.0008751588381321906,0.0012621486530885932,0.00040789040271347303,0.004463588998978661,0.0007919484049403668,0.009408377451781956,0.00029218014191059765,0.0018821038645409514
113,213,253,242,0.9877686270934023,0.00016891468507631964,0.0005640151439451435,0.0007929861796921726,0.0002611468339509563,0.0029508811186752595,0.0005049398384302262,0.005634225132024812,0.0001870482877064609,0.0011672156870962374
114,210,255,234,0.888945028994204,0.0013031240335221492,0.004439386642047039,0.006593433226039069,0.0020336353980564366,0.023625452410611314,0.0040188078222863095,0.05761005520142913,0.0014468266593954994,0.009984249612409046
115,208,255,229,0.7730747858962553,0.002357808684858744,0.008158497099408158,0.012527487822338227,0.003706184024400161,0.04376666777296261,0.00744098969333427,0.12706451934085913,0.002623172856518834,0.019279886809064485
116,211,253,245,0.9839666232798226,0.0002295975105027139,0.000769602677494597,0.001049090962243721,0.000353598171023561,0.00416867071945175,0.0006762835973796661,0.007009077316513804,0.00025371051605405597,0.0015237452495133503
117,206,251,235,0.8556870570681643,0.0017025599044872613,0.005961087794648391,0.008499529248954252,0.002666107086601888,0.034564861794983845,0.005271431790580864,0.07116537800527112,0.001889518650875431,0.012592468655432522
118,184,252,205,0.1696579054687176,0.005090434483853836,0.020653185824151835,0.035085062604012424,0.0083449999537778,0.12801061601257246,0.018028424874521446,0.5545534522037187,0.005700688029432595,0.054875230545241294
119,112,136,99,0.015477403672556313,0.04134729138881982,0.133188958061146,0.06480248214029578,0.20073845236480695,0.027063567468136738,0.39889608480316374,0.023933229369569355,0.060119971368012864,0.034432559363492356
120,44,51,30,0.003283877795913604,0.2050548622850684,0.012849355043209328,0.0076679732594129016,0.07828345888550359,0.004797113936985433,0.015486753392262851,0.00423049532027895,0.6629155765719656,0.005430533509399234
121,46,56,42,0.001100442924758821,0.08489253171076995,0.004676828950435871,0.0025893345983201894,0.03463274308122992,0.0016408773350724453,0.005449520586851548,0.0014216140661351855,0.8617807487634775,0.001815357982948475
122,52,62,45,0.0006089136546714442,0.036227569271048754,0.0026935914396618798,0.001479507325044704,0.025044776402855875,0.0009142471936085929,0.003241541265646147,0.0007940488740286175,0.9279725656912376,0.0010232388821963386
123,55,65,48,0.0007845069458660862,0.04064182940649521,0.003575035486058804,0.001934375100498152,0.03881611220861918,0.0011848163822948375,0.004349034614745817,0.0010275587385637718,0.9063587434939664,0.0013279876228917465
124,60,71,51,0.001889362148299455,0.07449830650095589,0.008987014800877685,0.004814617870286813,0.13202555178598196,0.002875735834031924,0.01129087267051548,0.0024987240414903406,0.7578613537064485,0.0032584606411120124
125,46,54,32,0.0026837349301388693,0.16621555920435688,0.010717775372454426,0.006345943232944407,0.07039732012488198,0.003937189712826274,0.013008726000340986,0.003470151593043559,0.7187547908759387,0.004468808953073838
126,49,55,32,0.0026936771022320963,0.1488035751741616,0.010776140657219243,0.006434936479072285,0.07424925477857454,0.003948126027023533,0.013357016875255362,0.003492913242727777,0.7317290330247882,0.004515326638945451
127,75,81,58,0.0031995390372125915,0.0626307365587269,0.01637708869382638,0.008803794749792157,0.639866666600813,0.00492222036792927,0.023636608577539762,0.0043262846303106315,0.23047612099549117,0.005760939788358036
128,78,86,63,0.0018591535165589088,0.030084756341224598,0.010104182632720645,0.005246457087307068,0.838757598450069,0.002896363961459678,0.0148466344991759,0.0025339256324291974,0.0902844977230192,0.0033864301560356117
129,83,89,66,0.0013040830577864657,0.017151890567758923,0.007274788815654762,0.0037768887776883624,0.9078158626675772,0.0020402478594770566,0.0113781986067979,0.001791202665000043,0.045058637371740276,0.002408199610519109
130,71,77,54,0.003593931296550236,0.08593994259193545,0.017647829679345552,0.009652815925292223,0.4406050027160855,0.005484554503006945,0.02465762177394503,0.004824293004261778,0.4012003863524646,0.006393622157112814
131,76,86,60,0.0023726304968978693,0.04158768631488427,0.012640215547040664,0.006694128800246666,0.7734525328583545,0.00368180882172662,0.018424376267269855,0.0032319817980172544,0.1335836688922189,0.004330970203343546
132,82,93,73,0.0002718040476649957,0.0032641813218110606,0.0016676686833306815,0.0007886794306402122,0.9827036813188198,0.0004344996549923457,0.0024391640783677326,0.00037427125429751726,0.0075566644802114325,0.0004993857298642745
133,75,85,62,0.0021674855208894976,0.03926249308246682,0.011717865800857636,0.00603966453123822,0.7875255824821943,0.0033763833031408745,0.01658426001232699,0.002943499299066773,0.1264628391576402,0.003919926810178696
134,87,95,69,0.0013032910106209094,0.01385350074252596,0.0076115452725719485,0.003936005803804915,0.9222831077542023,0.002057637755663333,0.012699813940949477,0.0018122173748186595,0.03198031821514277,0.002462562129699642
135,83,93,70,0.0005222379684985855,0.006282342503887942,0.003097749547861964,0.001532890577339468,0.9662958045924822,0.0008283124431991386,0.004739405329033311,0.0007207751983098606,0.01501172102079023,0.0009687608185975235
136,83,97,56,0.003285181660825409,0.040918780159944254,0.017379735361733012,0.01016521961637811,0.7773182208225582,0.005078382352312473,0.029652867167249148,0.004584899166157776,0.1052482668962447,0.0063684467965968595
137,216,254,206,0.23535276058486385,0.0035555025163593722,0.01203791737060154,0.02412044665787871,0.005759923583180224,0.04807568477700483,0.012607295514882648,0.6119171775206461,0.0040155776928117145,0.04255771378177103
