,x0,x1,x2
k0,124.79448009014446,34.6045599186461,4.869118917595187
k1,228.0,136.0,23.0
k2,39.0,92.0,146.0
k3,200.7959911638836,85.60042205289525,6.174866279660411
k4,10.0,34.0,216.0
k5,12.0,7.0,6.0
k6,179.38394975574286,175.97785384678224,178.50310136045636
k7,23.533193161200096,99.39341467236865,236.5188286811942
k8,92.0,225.0,255.0
