,x0,x1,x2
k0,248.9065963256783,240.70028682217128,222.82610278170213
k1,57.22304842511126,103.67640231072457,100.15925390090088
k2,214.0897596464933,179.7011175588309,161.070103592305
k3,71.0,119.0,133.0
k4,142.0,140.0,131.0
k5,243.0,211.0,181.0
k6,51.0,69.0,66.0
